POSCAR_0_0_0,-6.636913128,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_1,-6.673257823,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_2,-6.673305169,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_3,-6.682575393,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_4,-6.682696186,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_5,-6.685475777,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_6,-6.685854149,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_7,-6.686531692,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_8,-6.686630771,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_9,-6.687037775,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_10,-6.68705751,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_11,-6.687273011,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_12,-6.687281057,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_13,-6.687395757,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_14,-6.687404932,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_15,-6.687489182,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_16,-6.687494755,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_17,-6.687550266,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_18,-6.687552237,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_19,-6.68758035,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_20,-6.687580675,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_0_21,-6.687596488,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_0,-6.583779862,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_1,-6.635449966,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_2,-6.636021734,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_3,-6.648974223,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_4,-6.64992438,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_5,-6.653935978,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_6,-6.654317946,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_7,-6.655588666,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_8,-6.655715735,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_9,-6.65635015,"(absolute path, masked for confidentiality reasons)"
POSCAR_0_1_10,-6.656542043,"(absolute path, masked for confidentiality reasons)"
